x,y,z,speed_mps
225.2520294189453,-364.109375,0.2412007600069046,0.8552595973014832
225.2520294189453,-364.109375,0.2412007600069046,0.8552595973014832
225.2520294189453,-364.109375,0.2412007600069046,0.8552595973014832
225.2520294189453,-364.109375,0.2412007600069046,0.8552595973014832
225.2520294189453,-364.109375,0.2412007600069046,0.8552595973014832
225.2520294189453,-364.109375,0.2412007600069046,0.8552595973014832
225.2520294189453,-364.109375,0.2412007600069046,0.8552595973014832
225.2520294189453,-364.109375,0.10177472978830338,1.8352597951889038
225.2520294189453,-364.109375,0.10177472978830338,1.8352597951889038
225.2520294189453,-364.109375,0.10177472978830338,1.8352597951889038
225.2520294189453,-364.109375,0.10177472978830338,1.8352597951889038
225.2520294189453,-364.109375,0.019677257165312767,1.0989825725685733
225.2520294189453,-364.109375,0.019677257165312767,1.0989825725685733
225.2520294189453,-364.109375,0.019677257165312767,1.0989825725685733
225.2520294189453,-364.109375,0.019677257165312767,1.0989825725685733
225.2520294189453,-364.109375,-0.019766444340348244,0.2795246541506504
225.2520294189453,-364.109375,-0.019766444340348244,0.2795246541506504
225.2520294189453,-364.109375,-0.019766444340348244,0.2795246541506504
225.2520294189453,-364.109375,-0.02552095428109169,0.06218257173912795
225.2520294189453,-364.109375,-0.02552095428109169,0.06218257173912795
225.2520294189453,-364.109375,-0.02552095428109169,0.06218257173912795
225.2520294189453,-364.109375,-0.025008104741573334,0.047719459981463846
225.2520294189453,-364.109375,-0.025008104741573334,0.047719459981463846
225.2520294189453,-364.109375,-0.02141515724360943,0.08844322711229918
225.2520294189453,-364.109375,-0.02141515724360943,0.08844322711229918
225.2520294189453,-364.109375,-0.02141515724360943,0.08844322711229918
225.2520294189453,-364.109375,-0.02141515724360943,0.08844322711229918
225.2520294189453,-364.109375,-0.016650676727294922,0.09414207935333885
225.2520294189453,-364.109375,-0.016650676727294922,0.09414207935333885
225.2520294189453,-364.109375,-0.016650676727294922,0.09414207935333885
225.2520294189453,-364.109375,-0.01234521809965372,0.08270569890747294
225.2520294189453,-364.109375,-0.01234521809965372,0.08270569890747294
225.2520294189453,-364.109375,-0.009096737019717693,0.06982714682875896
225.2520294189453,-364.109375,-0.009096737019717693,0.06982714682875896
225.2520294189453,-364.109375,-0.009096737019717693,0.06982714682875896
225.2520294189453,-364.109375,-0.006292896345257759,0.054607667029194444
225.2520294189453,-364.109375,-0.006292896345257759,0.054607667029194444
225.2520294189453,-364.109375,-0.006292896345257759,0.054607667029194444
225.2520294189453,-364.109375,-0.004246311262249947,0.042952451855174587
225.2520294189453,-364.109375,-0.004246311262249947,0.042952451855174587
225.2520294189453,-364.109375,-0.0028223227709531784,0.032597787679104456
225.2520294189453,-364.109375,-0.0028223227709531784,0.032597787679104456
225.2520294189453,-364.109375,-0.0028223227709531784,0.032597787679104456
225.2520294189453,-364.109375,-0.0015478705754503608,0.02496703155338981
225.2520294189453,-364.109375,-0.0015478705754503608,0.02496703155338981
225.2520294189453,-364.109375,-0.0015478705754503608,0.02496703155338981
225.2520294189453,-364.109375,-0.0006214332534000278,0.018396738916650016
225.2520294189453,-364.109375,-0.0006214332534000278,0.018396738916650016
225.2520294189453,-364.109375,-0.0006214332534000278,0.018396738916650016
225.2520294189453,-364.109375,6.292342732194811e-05,0.012878913437766272
225.2520294189453,-364.109375,6.292342732194811e-05,0.012878913437766272
225.2520294189453,-364.109375,0.0004675865056924522,0.009146652184428786
225.2520294189453,-364.109375,0.0004675865056924522,0.009146652184428786
225.2520294189453,-364.109375,0.0004675865056924522,0.009146652184428786
225.2520294189453,-364.109375,0.0008515357621945441,0.0073509309443406745
225.2520294189453,-364.109375,0.0008515357621945441,0.0073509309443406745
225.2520294189453,-364.109375,0.0011260032188147306,0.005661210976885106
225.2520294189453,-364.109375,0.0011260032188147306,0.005661210976885106
225.2520294189453,-364.109375,0.0011260032188147306,0.005661210976885106
225.2520294189453,-364.109375,0.0011260032188147306,0.005661210976885106
225.2520294189453,-364.109375,0.0013052939902991056,0.003500184976707643
225.2520294189453,-364.109375,0.0013052939902991056,0.003500184976707643
225.2520294189453,-364.109375,0.001385326380841434,0.0019276427435262872
225.2520294189453,-364.109375,0.001385326380841434,0.0019276427435262872
225.2520294189453,-364.109375,0.0015060997102409601,0.00238547311773991
225.2520294189453,-364.109375,0.0015060997102409601,0.00238547311773991
225.2520294189453,-364.109375,0.0015060997102409601,0.00238547311773991
225.2520294189453,-364.109375,0.0015760993119329214,0.0013559913567406086
225.2520294189453,-364.109375,0.0015760993119329214,0.0013559913567406086
225.2520294189453,-364.109375,0.0015760993119329214,0.0013559913567406086
225.2520294189453,-364.109375,0.0016169166192412376,0.0007924938110118694
225.2520294189453,-364.109375,0.0016169166192412376,0.0007924938110118694
225.2520294189453,-364.109375,0.0016329764621332288,0.0002568626380878377
225.2520294189453,-364.109375,0.0016329764621332288,0.0002568626380878377
225.2520294189453,-364.109375,0.0016329764621332288,0.0002568626380878377
225.2520294189453,-364.109375,0.0016342353774234653,0.00013803481625038788
225.2520294189453,-364.109375,0.0016342353774234653,0.00013803481625038788
