x,y,z,speed
1.425612769796558155e+01,2.439771683388471146e+01,2.046253003440902558e-03,1.845345607452187764e+01
1.475612290980432384e+01,2.439552874046118447e+01,2.057599967374710952e-03,1.837144463645906356e+01
1.525611781691472402e+01,2.439327209110165384e+01,2.069449342762969598e-03,1.829631270455206860e+01
1.575611240550888681e+01,2.439094594334445887e+01,2.081809846753567440e-03,1.822823548032284080e+01
1.625610666095305845e+01,2.438854925855628508e+01,2.094690897531654647e-03,1.816856216312593375e+01
1.675610056793292202e+01,2.438608094974354756e+01,2.108102271504244587e-03,1.811845240321850170e+01
1.725609411066531962e+01,2.438353993085501870e+01,2.122053741685774476e-03,1.807789034849811216e+01
1.775608727354306993e+01,2.438092523943806000e+01,2.136554160510967075e-03,1.804777045726000750e+01
1.825608004010689811e+01,2.437823583252308168e+01,2.151612976111564636e-03,1.802772164549309153e+01
1.875607239336391885e+01,2.437547065541425084e+01,2.167240375979641483e-03,1.801002819915992248e+01
1.925606501128175907e+01,2.437275487128570006e+01,2.183421867381759793e-03,1.798813625571490249e+01
1.975606030267704227e+01,2.437059921051625011e+01,2.200071630414484562e-03,1.795732697894676022e+01
2.025605910986376657e+01,2.436958954150093959e+01,2.217090496392975455e-03,1.791386284608346813e+01
2.075605823778385073e+01,2.437031559205250630e+01,2.234379210264821058e-03,1.785309701256359816e+01
2.125604836471459791e+01,2.437336429097841872e+01,2.251837619901175987e-03,1.777216270780256480e+01
2.175601194883243750e+01,2.437932652737069716e+01,2.269365613139637770e-03,1.766999009679920718e+01
2.225592101374011733e+01,2.438879839647766445e+01,2.286862340303012948e-03,1.754639547280428502e+01
2.275573493682185244e+01,2.440237830881130421e+01,2.304225983469508979e-03,1.740492851247429940e+01
2.325539844266797118e+01,2.442066127104534701e+01,2.321354120635379589e-03,1.724703198170130847e+01
2.375483919326676840e+01,2.444424708492989851e+01,2.338143344247316409e-03,1.707603989038591763e+01
2.425396552105424419e+01,2.447373754547981761e+01,2.354489156017504879e-03,1.689332540158074636e+01
2.475266390619147572e+01,2.450973800350184462e+01,2.370285678983822045e-03,1.669900275503157161e+01
2.525079823666091272e+01,2.455283727751697143e+01,2.385427439667061732e-03,1.649503588679819543e+01
2.574820674777614471e+01,2.460362456087189997e+01,2.399807986120715362e-03,1.627897478982541202e+01
2.624470077000709622e+01,2.466267935573045378e+01,2.413320738220548108e-03,1.605451869091607264e+01
2.674006241610552692e+01,2.473057471486735537e+01,2.425858611314063527e-03,1.581844636527417691e+01
2.723405067935343027e+01,2.480782630947554068e+01,2.437318562476900943e-03,1.557068817306367770e+01
2.772648219347994569e+01,2.489445101580747277e+01,2.447635309204955131e-03,1.532661240663280466e+01
2.821724116159146689e+01,2.499010043173317541e+01,2.456771579651387608e-03,1.511817558770816383e+01
2.870622865690155479e+01,2.509443121873729154e+01,2.464689982724904433e-03,1.492307870068162323e+01
2.919336284420013783e+01,2.520710057350997957e+01,2.471354108471756576e-03,1.472278367276553901e+01
2.967857787069047859e+01,2.532776904726302192e+01,2.476728336926774330e-03,1.451853319329325487e+01
3.016181939555722025e+01,2.545611456431761610e+01,2.480775454025009596e-03,1.431207315347949560e+01
3.064304146566952980e+01,2.559183717867118091e+01,2.483455061886374795e-03,1.410347779696710369e+01
3.112221604061751634e+01,2.573462141225001076e+01,2.484730516282242750e-03,1.389254463543731433e+01
3.159932128006347440e+01,2.588417588878022357e+01,2.484561470411986855e-03,1.367854462932545090e+01
3.207434162847602721e+01,2.604022694238778968e+01,2.482904128866403846e-03,1.346228986239455416e+01
3.254727329356585130e+01,2.620249880535392606e+01,2.479715451821166376e-03,1.324735823240417609e+01
3.301811776303001267e+01,2.637073148293024971e+01,2.474970335477234915e-03,1.304248680658581172e+01
3.348685467658796000e+01,2.654475041897750742e+01,2.468937955069793692e-03,1.283782492166737654e+01
3.395344651574032468e+01,2.672444195699332425e+01,2.462118483367354942e-03,1.263202278482415686e+01
3.441786829985242235e+01,2.690967015801935602e+01,2.455023568003839030e-03,1.242569135161415161e+01
3.488009957293509444e+01,2.710029924042052940e+01,2.448164191150081943e-03,1.221778005158601843e+01
3.534012699698433835e+01,2.729618724928808504e+01,2.442050441768176591e-03,1.200495365803652881e+01
3.579794150997150126e+01,2.749719308514163529e+01,2.437192007478834743e-03,1.178589763078321084e+01
3.625354641996950278e+01,2.770315849539550968e+01,2.434091323706255583e-03,1.156322306304726588e+01
3.670665037258727637e+01,2.791456392044204193e+01,2.433143926754613180e-03,1.133843267821692891e+01
3.715567504533910181e+01,2.813448587574814752e+01,2.434335177773511768e-03,1.110801827695967958e+01
3.759849342963497776e+01,2.836662981916892790e+01,2.437553533129405928e-03,1.086938707008863148e+01
3.803265281366473971e+01,2.861456373956022148e+01,2.442686832309607856e-03,1.061863844297125326e+01
3.845527551320784454e+01,2.888165822132564386e+01,2.449619924129248488e-03,1.036536813086856768e+01
3.886331919677155611e+01,2.917051355978864535e+01,2.457913425094358090e-03,1.010589831085003176e+01
3.925422340900395568e+01,2.948215512616103240e+01,2.466199856293288962e-03,9.835098287451792487e+00
3.962525109692936098e+01,2.981719660718826148e+01,2.472934394310011275e-03,9.558495427157307489e+00
